id,name,ms_id,distance,time_minute,ton_price,created_at,updated_at,km_fact,найдено,locality,region,type,population,coords,source,sourceID,route
503,Маслово 88 км Джанкойский,a65e6be4-5c8e-11ea-0a80-052c001d8b4a,88,106,,2024-03-04 20:23:22,2024-03-04 20:23:22,0,да,Маслово,Джанкойский,село,2222,"45.792381,34.365932",yandex,176573,96.12
504,Массандра 107 км Ялта,a65e6d2f-5c8e-11ea-0a80-052c001d8b4b,107,129,,2024-03-04 20:23:22,2024-03-04 20:23:22,0,да,Массандра,Ялта,пгт,7426,"44.5181541,34.1858027",geocode,,48.29
505,Матвеевка 77 км Первомайский,a65e6eae-5c8e-11ea-0a80-052c001d8b4c,77,93,,2024-03-04 20:23:22,2024-03-04 20:23:22,0,да,Матвеевка,Первомайский,село,277,"45.7537285,33.8119686",dadata,,92.34
506,Матросовка 111 км Кировский,a65e6ff9-5c8e-11ea-0a80-052c001d8b4d,111,134,,2024-03-04 20:23:22,2024-03-04 20:23:22,0,да,Матросовка,Кировский,село,97,"45.1175546,35.1412488",geocode,,83.92
507,Машино 42 км Красногвардейский,a65e714d-5c8e-11ea-0a80-052c001d8b4e,42,51,,2024-03-04 20:23:22,2024-03-04 20:23:22,0,да,Машино,Красногвардейский,село,25,"45.3881718,34.1447864",geocode,,49.04
508,Машино 68 км Бахчисарайский,a65e73f0-5c8e-11ea-0a80-052c001d8b4f,68,82,,2024-03-04 20:23:22,2024-03-04 20:23:22,0,да,Машино,Бахчисарайский,село,239,"44.6974605,33.9170968",geocode,,31.4
509,Маяк 165 км Черноморский,a65e76a2-5c8e-11ea-0a80-052c001d8b50,165,198,,2024-03-04 20:23:22,2024-03-04 20:23:22,0,да,Маяк,Черноморский,село,114,"45.3477017,32.495899",geocode,,133.41
510,Медведевка 100 км Джанкойский,a65e787f-5c8e-11ea-0a80-052c001d8b51,100,120,,2024-03-04 20:23:22,2024-03-04 20:23:22,0,да,Медведевка,Джанкойский,село,1270,"45.886871,34.557461",yandex,176574,110.29
511,Медведево 118 км Черноморский,a65e7b46-5c8e-11ea-0a80-052c001d8b52,118,142,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Медведево,Черноморский,село,1707,"45.385700,33.001865",yandex,114845,98.89
512,Межводное 138 км Черноморский,a65e7d92-5c8e-11ea-0a80-052c001d8b53,138,166,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Межводное,Черноморский,село,2087,"45.585552,32.840042",yandex,27914,121.43
513,Межгорное 24 км Симферопольский,a65e80a3-5c8e-11ea-0a80-052c001d8b54,24,29,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Межгорное,Симферопольский,село,48,"45.0998457,33.8587805",geocode,,25.39
514,Межгорье 64 км Белогорский,a65e8326-5c8e-11ea-0a80-052c001d8b55,64,77,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Межгорье,Белогорский,село,327,"44.976879,34.413559",yandex,29271,24.85
515,Междуречье 139 км Судак,a65e85be-5c8e-11ea-0a80-052c001d8b56,139,167,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Междуречье,Судак,село,519,"44.8792983,34.8487257",geocode,,59.42
516,Межевое 93 км Нижнегорский,a65e87f6-5c8e-11ea-0a80-052c001d8b57,93,112,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Межевое,Нижнегорский,село,120,"45.5182498,34.712542",geocode,,79.46
517,Мелехово 78 км Белогорский,a65e8a71-5c8e-11ea-0a80-052c001d8b58,78,94,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Мелехово,Белогорский,село,74,"45.0364633,34.7858074",geocode,,54.78
518,Мелководное 101 км Джанкойский,a65e8d15-5c8e-11ea-0a80-052c001d8b59,101,122,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Мелководное,Джанкойский,село,173,"45.8850117,34.4194307",geocode,,107.09
519,Мельники 78 км Белогорский,a65e8ecd-5c8e-11ea-0a80-052c001d8b5a,78,94,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Мельники,Белогорский,село,285,"45.1964048,34.6200939",geocode,,49.26
520,Мельничное 116 км Первомайский,a65e9111-5c8e-11ea-0a80-052c001d8b5b,116,140,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Мельничное,Первомайский,село,297,"45.7660474,34.0347223",geocode,,91.07
521,Мельничное 65 км Белогорский,a65e93e9-5c8e-11ea-0a80-052c001d8b5c,65,78,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Мельничное,Белогорский,село,746,"45.199703,34.420116",yandex,27910,37.58
522,Менделеево 30 км Красногвардейский,a65e9620-5c8e-11ea-0a80-052c001d8b5d,30,36,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Менделеево,Красногвардейский,село,205,"45.3256037,34.2041946",geocode,,42.74
523,Миндальное 128 км Судак,a65e9825-5c8e-11ea-0a80-052c001d8b5e,128,154,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Миндальное,Судак,село,143,"44.859815,35.0488192",geocode,,75.34
524,Мирновка 87 км Джанкойский,a65e997d-5c8e-11ea-0a80-052c001d8b5f,87,105,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Мирновка,Джанкойский,село,1259,"45.691990,34.310116",yandex,176575,84.3
525,Мирное 24 км Симферопольский,a65e9b0b-5c8e-11ea-0a80-052c001d8b60,24,29,,2024-03-04 20:23:23,2024-03-04 20:23:23,0,да,Мирное,Симферопольский,село,9284,"44.979427,34.065231",yandex,27952,4.43
526,Мирный 95 км Евпатория,a65e9dee-5c8e-11ea-0a80-052c001d8b61,67,81,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Мирный,Евпатория,пгт,4209,"45.19045,33.366867",geocode,,63.58
527,Миролюбовка 55 км Красногвардейский,a65ea069-5c8e-11ea-0a80-052c001d8b62,55,66,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Миролюбовка,Красногвардейский,село,771,"45.469448,34.218067",yandex,216325,58.68
528,Мироновка 73 км Белогорский,a65ea371-5c8e-11ea-0a80-052c001d8b63,73,88,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Мироновка,Белогорский,село,245,"45.1349361,34.568027",geocode,,42.2
529,Мироновка 68 км Красногвардейский,a65ea7dc-5c8e-11ea-0a80-052c001d8b64,68,82,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Мироновка,Красногвардейский,село,102,"45.4004645,34.4512797",geocode,,57.31
530,Митрофановка 81 км Нижнегорский,a65eab05-5c8e-11ea-0a80-052c001d8b65,81,98,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Митрофановка,Нижнегорский,село,1226,"45.449703,34.683990",yandex,176951,72.11
531,Митюрино 89 км Джанкойский,a65eadc3-5c8e-11ea-0a80-052c001d8b66,89,107,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Митюрино,Джанкойский,посёлок,10,"45.7779419,34.5163918",geocode,,97.8
532,Митяево 42 км Сакский,a65eb16f-5c8e-11ea-0a80-052c001d8b67,42,51,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Митяево,Сакский,село,1915,"45.233883,33.699257",yandex,177073,44.72
533,Михайловка 87 км Нижнегорский,a65eb447-5c8e-11ea-0a80-052c001d8b68,87,105,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Михайловка,Нижнегорский,село,2241,"45.528580,34.639832",yandex,176952,77.12
534,Михайловка 43 км Сакский,a65eb6fa-5c8e-11ea-0a80-052c001d8b69,43,52,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Михайловка,Сакский,село,3325,"45.110950,33.610168",yandex,216353,42.55
535,Мичуриновка 74 км Джанкойский,a65eb980-5c8e-11ea-0a80-052c001d8b6a,74,89,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Мичуриновка,Джанкойский,село,166,"45.6907577,34.3743131",geocode,,85.29
536,Мичуринское 71 км Белогорский,a65ebbcb-5c8e-11ea-0a80-052c001d8b6b,71,86,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Мичуринское,Белогорский,село,723,"45.074097,34.708473",yandex,176511,49.81
537,Многоводное 91 км Джанкойский,a65ebe9a-5c8e-11ea-0a80-052c001d8b6c,91,110,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Многоводное,Джанкойский,село,486,"45.7271494,34.5802403",geocode,,94.37
538,Многоречье 99 км Бахчисарайский,a65ec033-5c8e-11ea-0a80-052c001d8b6d,99,119,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Многоречье,Бахчисарайский,село,63,"44.557895,34.0742822",geocode,,43.45
539,Молодёжное 25 км Симферопольский,a65ec497-5c8e-11ea-0a80-052c001d8b6e,25,30,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Молодёжное,Симферопольский,пгт,7597,"45.005711,34.053993",yandex,118906,7.36
540,Молочное 113 км Раздольненский,a65ec77a-5c8e-11ea-0a80-052c001d8b6f,113,136,,2024-03-04 20:23:24,2024-03-04 20:23:24,0,да,Молочное,Раздольненский,село,36,"45.7286637,33.4545281",geocode,,100.38
541,Молочное 33 км Симферопольский,a65ec8ee-5c8e-11ea-0a80-052c001d8b70,33,40,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Молочное,Симферопольский,село,330,"44.9139353,34.0406474",geocode,,06.05
542,Молочное 51 км Красногвардейский,a65eca4a-5c8e-11ea-0a80-052c001d8b71,51,62,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Молочное,Красногвардейский,село,550,"45.390690,34.355465",yandex,216326,53.1
543,Молочное 78 км Сакский,a65ecbc9-5c8e-11ea-0a80-052c001d8b72,78,94,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Молочное,Сакский,село,2174,"45.198284,33.225128",yandex,177074,74.13
544,Морское 136 км Судак,a65ecd8e-5c8e-11ea-0a80-052c001d8b73,136,164,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Морское,Судак,село,2394,"44.8265994,34.8033707",geocode,,57.01
545,Мостовое 62 км Бахчисарайский,a65eceee-5c8e-11ea-0a80-052c001d8b74,62,75,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Мостовое,Бахчисарайский,село,267,"44.7288462,33.809957",geocode,,33.45
546,Мраморное 48 км Симферопольский,a65ed041-5c8e-11ea-0a80-052c001d8b75,48,58,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Мраморное,Симферопольский,село,158,"44.822651,34.2595663",geocode,,18.77
547,Муромское 83 км Белогорский,a65ed176-5c8e-11ea-0a80-052c001d8b76,84,101,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Муромское,Белогорский,село,755,"45.089890,34.848263",yandex,176512,60.85
548,Мускатное 68 км Красногвардейский,a65ed335-5c8e-11ea-0a80-052c001d8b77,68,82,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Мускатное,Красногвардейский,село,1333,"45.464581,34.542953",yandex,216327,67.06
549,Мысовое 107 км Джанкойский,a65ed5bb-5c8e-11ea-0a80-052c001d8b78,107,129,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Мысовое,Джанкойский,село,47,"45.8692576,34.6994771",geocode,,112.57
550,Мысовое 191 км Ленинский,a65ed844-5c8e-11ea-0a80-052c001d8b79,191,230,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Мысовое,Ленинский,село,429,"45.444569,35.838127",yandex,27974,146.9
551,Набережное 233 км Ленинский,a65ed9dd-5c8e-11ea-0a80-052c001d8b7a,233,280,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Набережное,Ленинский,село,137,"45.1408063,36.4174199",dadata,,183.27
552,Нагорное 91 км Бахчисарайский,a65edcdd-5c8e-11ea-0a80-052c001d8b7b,91,110,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Нагорное,Бахчисарайский,село,134,"44.5755827,33.9910841",geocode,,42.32
553,Надежда 121 км Советский,a65edfa5-5c8e-11ea-0a80-052c001d8b7c,121,146,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Надежда,Советский,село,466,"45.207092,35.097504",yandex,216370,83.41
554,Надеждино 125 км Красноперекопский,a65ee261-5c8e-11ea-0a80-052c001d8b7d,125,150,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Надеждино,Красноперекопский,село,88,"46.0377204,33.9891184",geocode,,121.44
555,Найдёновка 52 км Красногвардейский,a65ee4b8-5c8e-11ea-0a80-052c001d8b7e,52,63,,2024-03-04 20:23:25,2024-03-04 20:23:25,0,да,Найдёновка,Красногвардейский,село,1310,"45.271152,34.448925",yandex,28177,45.13
556,Наниково 136 км Феодосия,a65ee71c-5c8e-11ea-0a80-052c001d8b7f,136,164,,2024-03-04 20:23:26,2024-03-04 20:23:26,0,да,Наниково,Феодосия,село,438,"45.0002404,35.220023",geocode,,88.25
557,Насыпное 124 км Феодосия,a65ee8ec-5c8e-11ea-0a80-052c001d8b80,124,149,,2024-03-04 20:23:26,2024-03-04 20:23:26,0,да,Насыпное,Феодосия,село,1581,"45.05331,35.2950557",geocode,,94.65
558,Наташино 94 км Сакский,a65eeb52-5c8e-11ea-0a80-052c001d8b81,94,113,,2024-03-04 20:23:26,2024-03-04 20:23:26,0,да,Наташино,Сакский,село,979,"45.407944,33.271240",yandex,216354,82.67
559,Наумовка 66 км Сакский,a65eedf6-5c8e-11ea-0a80-052c001d8b82,66,80,,2024-03-04 20:23:26,2024-03-04 20:23:26,0,да,Наумовка,Сакский,село,96,"45.3097996,33.6401106",geocode,,54.03
560,Научный 63 км Бахчисарайский,a65ef215-5c8e-11ea-0a80-052c001d8b83,63,76,,2024-03-04 20:23:26,2024-03-04 20:23:26,0,да,Научный,Бахчисарайский,пгт,666,"44.726070,34.011356",yandex,28179,25.68
561,Нахимово 69 км Красногвардейский,a65ef583-5c8e-11ea-0a80-052c001d8b84,69,83,,2024-03-04 20:23:26,2024-03-04 20:23:26,0,да,Нахимово,Красногвардейский,село,90,"45.5248517,34.4999972",geocode,,71.34
562,Находка 73 км Джанкойский,a65ef848-5c8e-11ea-0a80-052c001d8b85,73,88,,2024-03-04 20:23:26,2024-03-04 20:23:26,0,да,Находка,Джанкойский,село,322,"45.6062472,34.2776895",geocode,,74.46
563,Невское 65 км Красногвардейский,a65ef9db-5c8e-11ea-0a80-052c001d8b86,65,78,,2024-03-04 20:23:26,2024-03-04 20:23:26,0,да,Невское,Красногвардейский,село,251,"59.9749045,30.4715074",geocode,,1688.02
564,Нежинское 95 км Нижнегорский,a65efb59-5c8e-11ea-0a80-052c001d8b87,95,114,,2024-03-04 20:23:26,2024-03-04 20:23:26,0,да,Нежинское,Нижнегорский,село,87,"45.5792954,34.721477",geocode,,85.35
565,Некрасовка 121 км Советский,a65efc9c-5c8e-11ea-0a80-052c001d8b88,121,146,,2024-03-04 20:23:26,2024-03-04 20:23:26,0,да,Некрасовка,Советский,село,1044,"45.439804,34.986118",yandex,177258,88.34
566,Некрасовка 70 км Бахчисарайский,a65efdeb-5c8e-11ea-0a80-052c001d8b89,70,84,,2024-03-04 20:23:27,2024-03-04 20:23:27,0,да,Некрасовка,Бахчисарайский,село,331,"44.7468287,33.6917961",geocode,,39.22
567,Некрасово 43 км Красногвардейский,a65eff65-5c8e-11ea-0a80-052c001d8b8a,43,52,,2024-03-04 20:23:27,2024-03-04 20:23:27,0,да,Некрасово,Красногвардейский,село,1026,"45.424053,34.286423",yandex,216328,54.87
568,Некрасово 78 км Белогорский,a65f00af-5c8e-11ea-0a80-052c001d8b8b,78,94,,2024-03-04 20:23:27,2024-03-04 20:23:27,0,да,Некрасово,Белогорский,село,17,"45.0937422,34.7694033",geocode,,55.01
569,Нива 109 км Раздольненский,a65f0235-5c8e-11ea-0a80-052c001d8b8c,109,131,,2024-03-04 20:23:27,2024-03-04 20:23:27,0,да,Нива,Раздольненский,село,591,"45.5802396,33.267111",geocode,,95.86
570,Нива 81 км Сакский,a65f0383-5c8e-11ea-0a80-052c001d8b8d,81,98,,2024-03-04 20:23:27,2024-03-04 20:23:27,0,да,Нива,Сакский,село,368,"45.3289029,33.4253797",geocode,,67.77
571,Нижнегорский 86 км Нижнегорский,a65f051a-5c8e-11ea-0a80-052c001d8b8e,86,104,,2024-03-04 20:23:27,2024-03-04 20:23:27,0,да,Нижнегорский,Нижнегорский,пгт,8741,"45.449738,34.734501",yandex,28169,74.68
572,Нижнее Запрудное 90 км Алушта,a65f07ab-5c8e-11ea-0a80-052c001d8b8f,90,108,,2024-03-04 20:23:27,2024-03-04 20:23:27,0,да,Нижнее,Запрудное алушта,село,161,"44.5886372,34.3172609",geocode,,43.49
573,Нижнезаморское 201 км Ленинский,a65f0a34-5c8e-11ea-0a80-052c001d8b90,201,242,,2024-03-04 20:23:27,2024-03-04 20:23:27,0,да,Нижнезаморское,Ленинский,село,92,"45.368568,36.012623",yandex,101660,157.03
574,Нижнекурганное 45 км Симферопольски,a65f0b99-5c8e-11ea-0a80-052c001d8b91,45,54,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Нижнекурганное,Симферопольский,село,74,"45.1140837,34.2335798",geocode,,21.2
575,Нижние Орешники 38 км Белогорский,a65f0e55-5c8e-11ea-0a80-052c001d8b92,38,46,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Нижние,Орешники белогорский,село,581,"45.0464569,34.3024964",geocode,,19.28
576,Нижние Отрожки 96 км Джанкойский,a65f10d4-5c8e-11ea-0a80-052c001d8b93,96,116,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Нижние,Отрожки джанкойский,село,118,"45.6641106,34.6542379",geocode,,90.61
577,Нижняя Голубинка 81 км Бахчисарайск,a65f15ac-5c8e-11ea-0a80-052c001d8b94,81,98,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Нижняя,Голубинка бахчисарайский,село,249,"44.6037802,33.8879555",geocode,,41.8
578,Нижняя Кутузовка 71 км Алушта,a65f1964-5c8e-11ea-0a80-052c001d8b95,71,86,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Нижняя,Кутузовка алушта,село,976,"44.699207,34.3949204",geocode,,36.14
579,Низинное 17 км Сакский,a65f1d7a-5c8e-11ea-0a80-052c001d8b96,17,21,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Низинное,Сакский,село,293,"45.2062514,33.9083883",geocode,,32.4
580,Низинное 89 км Джанкойский,a65f2007-5c8e-11ea-0a80-052c001d8b97,89,107,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Низинное,Джанкойский,село,243,"45.7730478,34.5013723",geocode,,96.91
581,Низовка 117 км Черноморский,a65f22aa-5c8e-11ea-0a80-052c001d8b98,117,141,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Низовка,Черноморский,посёлок,78,"45.5598519,33.0443327",geocode,,107.03
582,Никита 99 км Ялта,a65f24f3-5c8e-11ea-0a80-052c001d8b99,99,119,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Никита,Ялта,пгт,2313,"44.5143074,34.2353847",geocode,,49.41
583,Николаевка 130 км Советский,a65f293a-5c8e-11ea-0a80-052c001d8b9a,130,156,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Николаевка,Советский,село,433,"45.2639988,34.930128",geocode,,73.98
584,Николаевка 62 км Симферопольский,a65f2b30-5c8e-11ea-0a80-052c001d8b9b,62,75,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Николаевка,Симферопольский,пгт,2817,"44.968876,33.607277",yandex,103561,38.86
585,Новая Деревня 83 км Первомайский,a65f2c8c-5c8e-11ea-0a80-052c001d8b9c,83,100,,2024-03-04 20:23:28,2024-03-04 20:23:28,0,да,Новая,Деревня первомайский,село,384,"45.7679712,33.9214145",dadata,,92.2
586,Новая Жизнь 78 км Джанкойский,a65f2dd7-5c8e-11ea-0a80-052c001d8b9d,78,94,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новая,Жизнь джанкойский,село,722,"45.6606433,34.4933999",geocode,,84.96
587,Новенькое 63 км Бахчисарайский,a65f2f3e-5c8e-11ea-0a80-052c001d8b9e,63,76,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новенькое,Бахчисарайский,село,563,"44.7368088,33.7978478",geocode,,33.48
588,Новоалександровка 119 км Краснопере,a65f308b-5c8e-11ea-0a80-052c001d8b9f,119,143,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новоалександровка,Красноперекопский,село,225,"45.8770487,34.0861893",geocode,,103.27
589,Новоалександровка 43 км Белогорский,a65f3396-5c8e-11ea-0a80-052c001d8ba0,43,52,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новоалександровка,Белогорский,село,22,"45.1919626,34.2839597",geocode,,30.69
590,Новоалексеевка 25 км Красногвардейс,a65f36a8-5c8e-11ea-0a80-052c001d8ba1,25,30,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новоалексеевка,Красногвардейский,село,630,"45.2930147,34.1111254",geocode,,38.34
591,Новоандреевка 13 км Симферопольский,a65f3ad0-5c8e-11ea-0a80-052c001d8ba2,13,16,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новоандреевка,Симферопольский,село,2778,"45.198803,34.092144",yandex,177107,27.87
592,Нововасильевка 48 км Бахчисарайский,a65f3d89-5c8e-11ea-0a80-052c001d8ba3,48,58,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Нововасильевка,Бахчисарайский,село,631,"44.8482752,33.9188843",geocode,,18.1
593,Новогригорьевка 58 км Белогорский,a65f4035-5c8e-11ea-0a80-052c001d8ba4,58,70,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новогригорьевка,Белогорский,село,153,"45.0214567,34.4852636",geocode,,31.35
594,Новогригорьевка 75 км Нижнегорский,a65f4323-5c8e-11ea-0a80-052c001d8ba5,75,90,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новогригорьевка,Нижнегорский,село,1002,"45.451443,34.603336",yandex,176953,68.43
595,Новодолинка 71 км Красногвардейский,a65f4770-5c8e-11ea-0a80-052c001d8ba6,71,86,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новодолинка,Красногвардейский,село,13,"45.4255062,34.5197068",geocode,,62.41
596,Новоекатериновка 66 км Красногварде,a65f4b90-5c8e-11ea-0a80-052c001d8ba7,66,80,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новоекатериновка,Красногвардейский,село,207,"45.3633104,34.5362207",geocode,,57.42
597,Новожиловка 57 км Белогорский,a65f4fcf-5c8e-11ea-0a80-052c001d8ba8,57,69,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новожиловка,Белогорский,село,1679,"45.162895,34.233566",yandex,28088,26.06
598,Новозбурьевка 33 км Симферопольский,a65f5366-5c8e-11ea-0a80-052c001d8ba9,33,40,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новозбурьевка,Симферопольский,село,407,"44.9190803,33.9729533",geocode,,10.54
599,Новозуевка 23 км Красногвардейский,a65f5681-5c8e-11ea-0a80-052c001d8baa,23,28,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новозуевка,Красногвардейский,село,501,"45.2398552,34.1528248",geocode,,32.68
600,Новоивановка 103 км Нижнегорский,a65f590c-5c8e-11ea-0a80-052c001d8bab,103,124,,2024-03-04 20:23:29,2024-03-04 20:23:29,0,да,Новоивановка,Нижнегорский,село,559,"45.4567847,34.7973803",geocode,,78.6
601,Новоивановка 106 км Черноморский,a65f5be4-5c8e-11ea-0a80-052c001d8bac,106,128,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новоивановка,Черноморский,село,876,"45.449375,33.097679",yandex,177277,96.3
602,Новоивановка 111 км Красноперекопск,a65f5e63-5c8e-11ea-0a80-052c001d8bad,111,134,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новоивановка,Красноперекопский,село,509,"45.839298,34.043606",yandex,216333,99.17
603,Новоивановка 28 км Красногвардейски,a65f6298-5c8e-11ea-0a80-052c001d8bae,28,34,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новоивановка,Красногвардейский,село,141,"45.3149651,34.1106792",geocode,,40.78
604,Новоклёново 60 км Белогорский,a65f65d7-5c8e-11ea-0a80-052c001d8baf,60,72,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новоклёново,Белогорский,село,788,"45.0070652,34.4945412",geocode,,31.69
605,Новоконстантиновка 95 км Джанкойск,a65f6788-5c8e-11ea-0a80-052c001d8bb0,95,114,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новоконстантиновка,Джанкойский,село,111,"45.7017766,34.6304978",geocode,,93.47
606,Новокрымское 99 км Джанкойский,a65f6ab5-5c8e-11ea-0a80-052c001d8bb1,99,119,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новокрымское,Джанкойский,село,1081,"45.779625,34.155212",yandex,28049,92.53
607,Новониколаевка 100 км Красноперекоп,a65f6dea-5c8e-11ea-0a80-052c001d8bb2,100,120,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новониколаевка,Красноперекопский,село,432,"45.834610,33.961399",yandex,28059,99.14
608,Новониколаевка 33 км Симферопольски,a65f70ef-5c8e-11ea-0a80-052c001d8bb3,33,40,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новониколаевка,Симферопольский,село,375,"44.9033309,34.0952714",geocode,,05.01
609,Новониколаевка 192 км Ленинский,a65f7391-5c8e-11ea-0a80-052c001d8bb4,192,231,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новониколаевка,Ленинский,село,1096,"45.308289,36.057999",yandex,28060,158.69
610,Новоникольское 56 км Красногвардейс,a65f7568-5c8e-11ea-0a80-052c001d8bb5,56,68,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новоникольское,Красногвардейский,село,355,"45.3867858,34.3903726",geocode,,53.8
611,Новоозёрное 103 км Евпатория,a65f77d9-5c8e-11ea-0a80-052c001d8bb6,103,124,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новоозёрное,Евпатория,пгт,4998,"45.19045,33.366867",geocode,,63.58
612,Новоотрадное 202 км Ленинский,a65f7a44-5c8e-11ea-0a80-052c001d8bb7,202,243,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новоотрадное,Ленинский,село,158,"45.387821,36.059677",yandex,216337,161.17
613,Новопавловка 94 км Джанкойский,a65f7cb9-5c8e-11ea-0a80-052c001d8bb8,94,113,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новопавловка,Джанкойский,село,351,"45.6843417,34.6111539",geocode,,91.06
614,Новопавловка 94 км Красноперекопск,a65f7fb5-5c8e-11ea-0a80-052c001d8bb9,94,113,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новопавловка,Красноперекопский,село,874,"45.864410,33.893398",yandex,176678,103.13
615,Новопавловка 51 км Бахчисарайский,a65f81ba-5c8e-11ea-0a80-052c001d8bba,51,62,,2024-03-04 20:23:30,2024-03-04 20:23:30,0,да,Новопавловка,Бахчисарайский,село,683,"44.8181152,33.9812943",geocode,,17.24
616,Новопокровка 122 км Кировский,a65f8446-5c8e-11ea-0a80-052c001d8bbb,122,147,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новопокровка,Кировский,село,1350,"45.166351,35.255398",yandex,29273,93.9
617,Новопокровка 66 км Красногвардейски,a65f8862-5c8e-11ea-0a80-052c001d8bbc,66,80,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новопокровка,Красногвардейский,село,1212,"45.421825,34.448181",yandex,29272,59.29
